old_path,new_path,topic,channel
20260329_20251216 - 「野村研报解读」20251215：11月官方经济数据超预期转弱，四季度GDP增速料降至4.3%，全年5%恐难实现，“以旧换新”品类已成拖累项，工增、固投、社零、房地产均低于市场预期｜外资研报｜财经｜ [weVtVAitVcg]_MiroFish.md,20260329_20251216 - 「野村研报解读」20251215：11月官方经济数据超预期转弱，四季度GDP增速料降至4.3%，全年5%恐难实现，“以旧换新”品类已成拖累项，工增、固投、社零、房地产均低于市场预期｜外资研报｜财经｜ [weVtVAitVcg]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20251218 - 「高盛研报解读」20251218：2026-2027中国房地产展望，房价仍有30%下跌空间，延后房地产企稳时间预期，租金止跌是先行指标｜外资研报｜房地产｜房价｜二手房｜就业｜收入｜房租｜财经｜经济 [QThu6EICymE]_MiroFish.md,20260329_20251218 - 「高盛研报解读」20251218：2026-2027中国房地产展望，房价仍有30%下跌空间，延后房地产企稳时间预期，租金止跌是先行指标｜外资研报｜房地产｜房价｜二手房｜就业｜收入｜房租｜财经｜经济 [QThu6EICymE]_MiroFish_real_estate.md,real_estate,老厉害
20260329_20251219 - 「高盛研报解读」20251218：15张图总结2025中国经济全景，2026预计仍将延续外需强内需弱、供给强需求弱、科技强传统弱的分化态势｜外资研报｜经济｜宏观｜财经｜出口｜投资｜消费｜房地产｜ [ug8HNW_hu68]_MiroFish.md,20260329_20251219 - 「高盛研报解读」20251218：15张图总结2025中国经济全景，2026预计仍将延续外需强内需弱、供给强需求弱、科技强传统弱的分化态势｜外资研报｜经济｜宏观｜财经｜出口｜投资｜消费｜房地产｜ [ug8HNW_hu68]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20251220 - 「大摩研报解读」20251218：2026将是2025年的延续，政策不及预期，无法走出通缩，房地产上中下策推行均有困难，服务消费担心骗补贴，延续供给侧思维｜外资研报｜摩根士丹利｜宏观｜经济｜投资｜财经 [BMxwkzWsUpo]_MiroFish.md,20260329_20251220 - 「大摩研报解读」20251218：2026将是2025年的延续，政策不及预期，无法走出通缩，房地产上中下策推行均有困难，服务消费担心骗补贴，延续供给侧思维｜外资研报｜摩根士丹利｜宏观｜经济｜投资｜财经 [BMxwkzWsUpo]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20251221 - 「只发油管」随便聊聊，十五五“加税”背景下，内需不足被归因于居民部门内部的贫富差距，而非政府收支占比过高 [G44WXq5FgVc]_MiroFish.md,20260329_20251221 - 「只发油管」随便聊聊，十五五“加税”背景下，内需不足被归因于居民部门内部的贫富差距，而非政府收支占比过高 [G44WXq5FgVc]_MiroFish_real_estate.md,real_estate,老厉害
20260329_20251225 - 「央行通稿解读」官方承认中国经济进一步放缓以及供强需弱，只字未提房地产，消费优先级边际提升，但货币政策仍趋向保守，人民币升值压力较大｜央行｜中国人民银行｜PBOC｜货币政策委员会｜宏观｜财经｜经济｜ [xDogYXur-XI]_MiroFish.md,20260329_20251225 - 「央行通稿解读」官方承认中国经济进一步放缓以及供强需弱，只字未提房地产，消费优先级边际提升，但货币政策仍趋向保守，人民币升值压力较大｜央行｜中国人民银行｜PBOC｜货币政策委员会｜宏观｜财经｜经济｜ [xDogYXur-XI]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20251229 - 「研报解读」20251229：7家外资投行《2026中国股市展望》总结对比，重回盈利驱动，科技、新消费、反内卷、出海和高股息是市场共识｜高盛｜大摩｜小摩｜瑞银｜花旗｜杰弗瑞｜汇丰｜投资｜财经｜股市｜ [10f9wYUQGtE]_MiroFish.md,20260329_20251229 - 「研报解读」20251229：7家外资投行《2026中国股市展望》总结对比，重回盈利驱动，科技、新消费、反内卷、出海和高股息是市场共识｜高盛｜大摩｜小摩｜瑞银｜花旗｜杰弗瑞｜汇丰｜投资｜财经｜股市｜ [10f9wYUQGtE]_MiroFish_social_lifestyle.md,social_lifestyle,老厉害
20260329_20251230 - 「只发油管」随便聊聊《中央企业负责人会议》，公有制为主的经济体具有天然的通缩基因，“力争增加值在国民经济中的贡献更大”是否意味着国进民退 [gkPMHIgjiLg]_MiroFish.md,20260329_20251230 - 「只发油管」随便聊聊《中央企业负责人会议》，公有制为主的经济体具有天然的通缩基因，“力争增加值在国民经济中的贡献更大”是否意味着国进民退 [gkPMHIgjiLg]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20251231 - 「野村研报解读」20251230：2026年以旧换新补贴政策全方位退坡，全年耐用品消费增速预计将从6.1%回落至2%｜外资研报｜陆挺｜消费｜内需｜国补｜汽车｜家电｜消费电子｜新能源｜燃油车｜ [pJuriFU1-Cg]_MiroFish.md,20260329_20251231 - 「野村研报解读」20251230：2026年以旧换新补贴政策全方位退坡，全年耐用品消费增速预计将从6.1%回落至2%｜外资研报｜陆挺｜消费｜内需｜国补｜汽车｜家电｜消费电子｜新能源｜燃油车｜ [pJuriFU1-Cg]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20260101 - 「高盛研报解读」20251230：2025全年房地产市场总结，二手房以价换量，新房成交萎缩，库存消化速度持续放慢，政策支持力度有限｜外资研报｜房地产｜房价｜经济｜宏观｜财经｜ [o1Zbn3531FI]_MiroFish.md,20260329_20260101 - 「高盛研报解读」20251230：2025全年房地产市场总结，二手房以价换量，新房成交萎缩，库存消化速度持续放慢，政策支持力度有限｜外资研报｜房地产｜房价｜经济｜宏观｜财经｜ [o1Zbn3531FI]_MiroFish_real_estate.md,real_estate,老厉害
20260329_20260104 - 「只发油管」随便聊聊《求是》刊文评论房地产，2026楼市将从“急跌”转向“漫长缓跌”，继续加强舆论引导和自媒体管控｜《经济学人》未来5年一线城市房价再降40% [P3juEXvglfQ]_MiroFish.md,20260329_20260104 - 「只发油管」随便聊聊《求是》刊文评论房地产，2026楼市将从“急跌”转向“漫长缓跌”，继续加强舆论引导和自媒体管控｜《经济学人》未来5年一线城市房价再降40% [P3juEXvglfQ]_MiroFish_real_estate.md,real_estate,老厉害
20260329_20260105 - 「高盛研报解读」20260105：2026中国经济展望，房地产与对美出口均已跌回2000年，中国急需寻找新增长引擎，转向内需主导需要漫长过程｜外资研报｜财经｜宏观｜出口｜投资｜消费｜高盛｜ [xmdsiuih3iA]_MiroFish.md,20260329_20260105 - 「高盛研报解读」20260105：2026中国经济展望，房地产与对美出口均已跌回2000年，中国急需寻找新增长引擎，转向内需主导需要漫长过程｜外资研报｜财经｜宏观｜出口｜投资｜消费｜高盛｜ [xmdsiuih3iA]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20260106 - 「研报解读合集」20260104：野村、瑞银、摩根大通解读《求是》房地产刊文，高层仍未达成一致意见，房价止跌要靠租金先行止跌｜外资研报｜房地产｜房价｜房租｜宏观｜经济｜财经｜投资｜ [MHgI9wbuPQ4]_MiroFish.md,20260329_20260106 - 「研报解读合集」20260104：野村、瑞银、摩根大通解读《求是》房地产刊文，高层仍未达成一致意见，房价止跌要靠租金先行止跌｜外资研报｜房地产｜房价｜房租｜宏观｜经济｜财经｜投资｜ [MHgI9wbuPQ4]_MiroFish_real_estate.md,real_estate,老厉害
20260329_20260107 - 「瑞银研报解读」20260106：未来两年房价继续下跌15%，租金止跌和房贷利率低于租金回报率是房价企稳必要条件｜外资研报｜房地产｜房价｜财经｜经济｜二手房｜租房｜租金｜ [IL9xO8Lhp0A]_MiroFish.md,20260329_20260107 - 「瑞银研报解读」20260106：未来两年房价继续下跌15%，租金止跌和房贷利率低于租金回报率是房价企稳必要条件｜外资研报｜房地产｜房价｜财经｜经济｜二手房｜租房｜租金｜ [IL9xO8Lhp0A]_MiroFish_real_estate.md,real_estate,老厉害
20260329_20260109 - 「大摩研报解读」20260107：一季度依靠基建有望达成5%，但“供强需弱”进一步加深通缩循环，下半年政策将逐渐转向需求端，全年通缩缓解但内需托而不举｜外资研报｜宏观｜经济｜摩根士丹利｜财经｜消费｜ [WLVklYPInr4]_MiroFish.md,20260329_20260109 - 「大摩研报解读」20260107：一季度依靠基建有望达成5%，但“供强需弱”进一步加深通缩循环，下半年政策将逐渐转向需求端，全年通缩缓解但内需托而不举｜外资研报｜宏观｜经济｜摩根士丹利｜财经｜消费｜ [WLVklYPInr4]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20260111 - 「花旗研报解读」20260106：人民币升值也许能缓解贸易不平衡，但将加剧中国内需的不平衡，导致通缩恶化，预计汇率升至6.8，人民币在有管理的路径中缓慢升值｜外资研报｜汇率｜贸易｜出口｜顺差｜财经｜ [PF2FVOOWx-Y]_MiroFish.md,20260329_20260111 - 「花旗研报解读」20260106：人民币升值也许能缓解贸易不平衡，但将加剧中国内需的不平衡，导致通缩恶化，预计汇率升至6.8，人民币在有管理的路径中缓慢升值｜外资研报｜汇率｜贸易｜出口｜顺差｜财经｜ [PF2FVOOWx-Y]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20260112 - 「只发油管」以政治稳定与共同富裕为目标，政策制定者更担心通胀，而非通缩｜巴克莱开年即下调2026中国通胀预期｜外资研报｜巴克莱｜财经｜宏观｜投资｜经济｜消费｜物价｜失业｜维稳｜ [tBB8k84JWHk]_MiroFish.md,20260329_20260112 - 「只发油管」以政治稳定与共同富裕为目标，政策制定者更担心通胀，而非通缩｜巴克莱开年即下调2026中国通胀预期｜外资研报｜巴克莱｜财经｜宏观｜投资｜经济｜消费｜物价｜失业｜维稳｜ [tBB8k84JWHk]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20260116 - 「只发油管」随便聊聊“钟才平”的6篇文章，统一大市场上升到政治正确的高度，地方财政资金非常紧张，房地产政策恐不及预期，坚定推进共同富裕，继续加强舆论引导 [toRLX3DV8kQ]_MiroFish.md,20260329_20260116 - 「只发油管」随便聊聊“钟才平”的6篇文章，统一大市场上升到政治正确的高度，地方财政资金非常紧张，房地产政策恐不及预期，坚定推进共同富裕，继续加强舆论引导 [toRLX3DV8kQ]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20260117 - 「高盛研报解读」20260116：2026中国及亚太经济十大预测（2025预测准确率80%），房地产远未见底，外需强内需弱，经济增速超市场共识｜外资研报｜财经｜宏观｜投资｜房价｜出口｜消费｜内需｜ [FQVqliJeuvk]_MiroFish.md,20260329_20260117 - 「高盛研报解读」20260116：2026中国及亚太经济十大预测（2025预测准确率80%），房地产远未见底，外需强内需弱，经济增速超市场共识｜外资研报｜财经｜宏观｜投资｜房价｜出口｜消费｜内需｜ [FQVqliJeuvk]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20260119 - 「花旗研报解读」20260116：央行国新办发布会解读，重启国债买卖推动国债收益率下行，叠加净息差企稳及保险资金流入，推动银行股投资价值重现｜外资研报｜银行业｜商业银行｜财经｜投资｜宏观｜经济｜净息差 [nPox2VepgEM]_MiroFish.md,20260329_20260119 - 「花旗研报解读」20260116：央行国新办发布会解读，重启国债买卖推动国债收益率下行，叠加净息差企稳及保险资金流入，推动银行股投资价值重现｜外资研报｜银行业｜商业银行｜财经｜投资｜宏观｜经济｜净息差 [nPox2VepgEM]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20260120 - 「野村研报解读」20260119：Q4经济大幅放缓，出生人口创建国后最低记录，房价加速下跌，消费和投资超预期转弱，出口在26年将迎逆风｜外资研报｜财经｜宏观｜投资｜消费｜出口｜社零｜房地产｜房价｜固投 [LcCZwJaL2d0]_MiroFish.md,20260329_20260120 - 「野村研报解读」20260119：Q4经济大幅放缓，出生人口创建国后最低记录，房价加速下跌，消费和投资超预期转弱，出口在26年将迎逆风｜外资研报｜财经｜宏观｜投资｜消费｜出口｜社零｜房地产｜房价｜固投 [LcCZwJaL2d0]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20260121 - 「高盛研报解读」20260119：中国2025年测算总和生育率已降至0.9，继续向韩国靠近，下一代人口数量将“腰斩”｜外资研报｜人口｜代际｜计划生育｜超低生育率｜晚婚｜财经｜宏观｜经济｜ [G-M0EzMUPVQ]_MiroFish.md,20260329_20260121 - 「高盛研报解读」20260119：中国2025年测算总和生育率已降至0.9，继续向韩国靠近，下一代人口数量将“腰斩”｜外资研报｜人口｜代际｜计划生育｜超低生育率｜晚婚｜财经｜宏观｜经济｜ [G-M0EzMUPVQ]_MiroFish_social_lifestyle.md,social_lifestyle,老厉害
20260329_20260121 - 「高盛研报解读」20260121：2026中国经济展望，经济失衡仍将延续，劳工抗议连年增长，就业收入持续下滑，房地产远未触底｜外资研报｜高盛｜财经｜房地产｜宏观｜经济｜消费｜出口｜投资｜房价｜失业｜ [dUhhfz_QX_0]_MiroFish.md,20260329_20260121 - 「高盛研报解读」20260121：2026中国经济展望，经济失衡仍将延续，劳工抗议连年增长，就业收入持续下滑，房地产远未触底｜外资研报｜高盛｜财经｜房地产｜宏观｜经济｜消费｜出口｜投资｜房价｜失业｜ [dUhhfz_QX_0]_MiroFish_real_estate.md,real_estate,老厉害
20260329_20260122 - 「瑞银研报解读」20260122：GCC经济论坛嘉宾核心观点总结(宏观、金融、地产)，2026略偏乐观，但房价仍有30%-40%下跌空间，银行净息差制约降息，房贷贴息可能性很低，出口展望存在分歧 [wKpc51B5oZs]_MiroFish.md,20260329_20260122 - 「瑞银研报解读」20260122：GCC经济论坛嘉宾核心观点总结(宏观、金融、地产)，2026略偏乐观，但房价仍有30%-40%下跌空间，银行净息差制约降息，房贷贴息可能性很低，出口展望存在分歧 [wKpc51B5oZs]_MiroFish_real_estate.md,real_estate,老厉害
20260329_20260124 - 借着B站账号被永封，聊聊自媒体一周年总结，累计收益，内网各平台言论尺度对比，未来频道规划（“水”这期影片比讲一期研报废脑子多了） [RgaS6qVs6QU]_MiroFish.md,20260329_20260124 - 借着B站账号被永封，聊聊自媒体一周年总结，累计收益，内网各平台言论尺度对比，未来频道规划（“水”这期影片比讲一期研报废脑子多了） [RgaS6qVs6QU]_MiroFish_real_estate.md,real_estate,老厉害
20260329_20260125 - 「瑞银研报解读」20260121：最新一期购房情绪调研显示，由于房价下跌速度过快及保障房供给过多，一线城市的购房意愿更加谨慎｜外资研报｜房地产｜房价｜租金｜租售比｜租金回报率｜房贷利率｜就业｜收入｜ [EnDzVNMfH2o]_MiroFish.md,20260329_20260125 - 「瑞银研报解读」20260121：最新一期购房情绪调研显示，由于房价下跌速度过快及保障房供给过多，一线城市的购房意愿更加谨慎｜外资研报｜房地产｜房价｜租金｜租售比｜租金回报率｜房贷利率｜就业｜收入｜ [EnDzVNMfH2o]_MiroFish_real_estate.md,real_estate,老厉害
20260329_20260126 - 「大摩研报解读」20260123：继续上调黄金价格预期至5700，半年对应隐含收益率14%，“金银比”达近14年最低位。央行储备、地缘政治、美元降息是黄金价格三大核心推动力｜外资研报｜摩根士丹利｜白银 [lAjqEpIkxyw]_MiroFish.md,20260329_20260126 - 「大摩研报解读」20260123：继续上调黄金价格预期至5700，半年对应隐含收益率14%，“金银比”达近14年最低位。央行储备、地缘政治、美元降息是黄金价格三大核心推动力｜外资研报｜摩根士丹利｜白银 [lAjqEpIkxyw]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20260129 - 「瑞银研报解读」20260128：2026年定期存款到期将创历史峰值，但通缩下90%偏好续存定期，存款搬家对股市支撑有限，更不会支撑消费｜外资研报｜宏观｜银行｜经济｜财经｜储蓄｜储蓄率｜风险偏好｜ [1WaxkhUsu1c]_MiroFish.md,20260329_20260129 - 「瑞银研报解读」20260128：2026年定期存款到期将创历史峰值，但通缩下90%偏好续存定期，存款搬家对股市支撑有限，更不会支撑消费｜外资研报｜宏观｜银行｜经济｜财经｜储蓄｜储蓄率｜风险偏好｜ [1WaxkhUsu1c]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20260131 - 「高盛研报解读」20260129：物价和房价均要到2028年后才有望止跌，但对经济增长、出口、股市、汇率持乐观预期，全球宏观论坛投资人对中国经济的观点总结｜外资研报｜宏观｜财经｜投资｜A股｜人民币｜ [gMk5BklB8jc]_MiroFish.md,20260329_20260131 - 「高盛研报解读」20260129：物价和房价均要到2028年后才有望止跌，但对经济增长、出口、股市、汇率持乐观预期，全球宏观论坛投资人对中国经济的观点总结｜外资研报｜宏观｜财经｜投资｜A股｜人民币｜ [gMk5BklB8jc]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20260201 - 「瑞银研报解读」20260129：近期二手房回暖恐难持续，一线城市房价止跌路径推演：“房租上涨”和“房贷利率下调130BP”是两个先行条件｜外资研报｜房地产｜房价｜二手房｜租房｜租金｜租售比｜就业｜ [ER0H7XNS7oU]_MiroFish.md,20260329_20260201 - 「瑞银研报解读」20260129：近期二手房回暖恐难持续，一线城市房价止跌路径推演：“房租上涨”和“房贷利率下调130BP”是两个先行条件｜外资研报｜房地产｜房价｜二手房｜租房｜租金｜租售比｜就业｜ [ER0H7XNS7oU]_MiroFish_real_estate.md,real_estate,老厉害
20260329_20260203 - 「高盛&小摩&瑞银」20260201：上调黄金预期至$6300⧸盎司，白银难回前高，下任美联储主席Warsh的政策思路推演｜外资研报｜美联储｜美元｜黄金｜白银｜共同富裕｜凯文沃什｜杰罗姆鲍威尔｜ [k5i7XMcokhg]_MiroFish.md,20260329_20260203 - 「高盛&小摩&瑞银」20260201：上调黄金预期至$6300⧸盎司，白银难回前高，下任美联储主席Warsh的政策思路推演｜外资研报｜美联储｜美元｜黄金｜白银｜共同富裕｜凯文沃什｜杰罗姆鲍威尔｜ [k5i7XMcokhg]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20260204 - 「高盛研报解读」20260203：中国可能下调GDP增速至4.5%-5%，更低的经济增速有助于推动经济再平衡，各省“两会”公布GDP增速目标｜外资研报｜摩根士丹利｜经济｜宏观｜财经｜消费｜投资｜大摩 [ik84e0iBNAU]_MiroFish.md,20260329_20260204 - 「高盛研报解读」20260203：中国可能下调GDP增速至4.5%-5%，更低的经济增速有助于推动经济再平衡，各省“两会”公布GDP增速目标｜外资研报｜摩根士丹利｜经济｜宏观｜财经｜消费｜投资｜大摩 [ik84e0iBNAU]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20260205 - 「野村研报解读」20260203：1月车企销量断崖雪崩，需求前置、原材料上涨叠加研发开支竞赛，车企利润冲击、生存压力加剧｜选车求建议｜外资研报｜财经｜经济｜新能源｜以旧换新｜购置税｜国补｜智能驾驶汽车 [DOaIIGaFfZM]_MiroFish.md,20260329_20260205 - 「野村研报解读」20260203：1月车企销量断崖雪崩，需求前置、原材料上涨叠加研发开支竞赛，车企利润冲击、生存压力加剧｜选车求建议｜外资研报｜财经｜经济｜新能源｜以旧换新｜购置税｜国补｜智能驾驶汽车 [DOaIIGaFfZM]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20260206 - 「高盛研报解读」20260205：上调26年末美元兑人民币汇率预期至6.7，人民币走强对通缩、出口和GDP增速影响有限，得益于中国出口结构更偏“高科技”｜外资研报｜财经｜出口｜贸易｜外需｜经济｜ [B6jb0mZpIH8]_MiroFish.md,20260329_20260206 - 「高盛研报解读」20260205：上调26年末美元兑人民币汇率预期至6.7，人民币走强对通缩、出口和GDP增速影响有限，得益于中国出口结构更偏“高科技”｜外资研报｜财经｜出口｜贸易｜外需｜经济｜ [B6jb0mZpIH8]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20260208 - 「花旗研报解读」20260203：AI将替代中国至少7030万岗位，还将影响超1.57亿人的就业，加剧中国宏观经济与微观体感的温差｜外资研报｜财经｜人工智能｜AI｜失业率｜降薪｜裁员｜经济｜通缩｜ [dyJUscv7b9g]_MiroFish.md,20260329_20260208 - 「花旗研报解读」20260203：AI将替代中国至少7030万岗位，还将影响超1.57亿人的就业，加剧中国宏观经济与微观体感的温差｜外资研报｜财经｜人工智能｜AI｜失业率｜降薪｜裁员｜经济｜通缩｜ [dyJUscv7b9g]_MiroFish_social_observation.md,social_observation,老厉害
20260329_20260210 - 「高盛研报解读」20260206：建议投资人谨慎使用官方数据，中国经济呈现显著分化，不必沉浸于悲观叙事，不认为有大规模房地产刺激政策，科技已成为经济增长新引擎，出口表现或超预期｜外资研报｜闪辉｜财经｜ [3WH1CueMwZA]_MiroFish.md,20260329_20260210 - 「高盛研报解读」20260206：建议投资人谨慎使用官方数据，中国经济呈现显著分化，不必沉浸于悲观叙事，不认为有大规模房地产刺激政策，科技已成为经济增长新引擎，出口表现或超预期｜外资研报｜闪辉｜财经｜ [3WH1CueMwZA]_MiroFish_real_estate.md,real_estate,老厉害
20260329_20260211 - 「瑞银研报解读」20260210：“两会”前瞻，GDP增速下调至4.5%-5%，关注最高层更强调“十五五开门红”还是“警惕过度投资”，通胀和官方赤字率预计保持不变｜外资研报｜财经｜3月5日｜人大｜政协 [zAgdyPQyt9s]_MiroFish.md,20260329_20260211 - 「瑞银研报解读」20260210：“两会”前瞻，GDP增速下调至4.5%-5%，关注最高层更强调“十五五开门红”还是“警惕过度投资”，通胀和官方赤字率预计保持不变｜外资研报｜财经｜3月5日｜人大｜政协 [zAgdyPQyt9s]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20260213 - 「大摩研报解读」20260205：不期待2026年居民存款大规模外流，因社会整体低风险偏好、股市债市容量有限、受“利率大幅下行”影响的存款规模更少｜外资研报｜摩根士丹利｜银行｜金融｜财经｜A股｜理财 [Alcf8_vKZMw]_MiroFish.md,20260329_20260213 - 「大摩研报解读」20260205：不期待2026年居民存款大规模外流，因社会整体低风险偏好、股市债市容量有限、受“利率大幅下行”影响的存款规模更少｜外资研报｜摩根士丹利｜银行｜金融｜财经｜A股｜理财 [Alcf8_vKZMw]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20260214 - 「小摩研报解读」20260205：官方叙事的“1月房地产市场明显回暖”与事实存在差异，数据受到春节错位干扰，上海收储规模未知｜外资研报｜摩根大通｜房地产｜房价｜二手房｜新房｜求是｜房企｜财经｜经济｜ [bg1k5vZubC4]_MiroFish.md,20260329_20260214 - 「小摩研报解读」20260205：官方叙事的“1月房地产市场明显回暖”与事实存在差异，数据受到春节错位干扰，上海收储规模未知｜外资研报｜摩根大通｜房地产｜房价｜二手房｜新房｜求是｜房企｜财经｜经济｜ [bg1k5vZubC4]_MiroFish_real_estate.md,real_estate,老厉害
20260329_20260216 - 「高盛研报解读」20260209：以标普500计价黄金仍很”便宜“；美股短期上涨无忧，除非美国经济衰退；美债上行空间有限；A股估值仍处低位；2026全球大类资产投资展望｜外资研报｜财经｜投资｜纳斯达克 [IOsRdTGw3ok]_MiroFish.md,20260329_20260216 - 「高盛研报解读」20260209：以标普500计价黄金仍很”便宜“；美股短期上涨无忧，除非美国经济衰退；美债上行空间有限；A股估值仍处低位；2026全球大类资产投资展望｜外资研报｜财经｜投资｜纳斯达克 [IOsRdTGw3ok]_MiroFish_financial.md,financial,老厉害
20260329_20260219 - 「高盛研报解读」20260212：中国2026年房价跌幅与“负资产”压力呈非线性正相关，10%以上的房价跌幅可能引发广泛负资产现象，但金融系统性风险可控｜外资研报｜二手房｜房贷｜失业｜裁员｜房地产｜ [5lKQDAmVlkI]_MiroFish.md,20260329_20260219 - 「高盛研报解读」20260212：中国2026年房价跌幅与“负资产”压力呈非线性正相关，10%以上的房价跌幅可能引发广泛负资产现象，但金融系统性风险可控｜外资研报｜二手房｜房贷｜失业｜裁员｜房地产｜ [5lKQDAmVlkI]_MiroFish_real_estate.md,real_estate,老厉害
20260329_20260224 - 「IMF与中方磋商年度报告」20260218：国际货币基金组织预测中国26年GDP增速4.5%且将持续放缓，中国官方称房地产已接近底部，科技自立自强优先于提振内需，解决政府债务高企依靠加强征税力度 [8rwrIdwlX5k]_MiroFish.md,20260329_20260224 - 「IMF与中方磋商年度报告」20260218：国际货币基金组织预测中国26年GDP增速4.5%且将持续放缓，中国官方称房地产已接近底部，科技自立自强优先于提振内需，解决政府债务高企依靠加强征税力度 [8rwrIdwlX5k]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20260225 - 「野村研报解读」20260223：春节假期消费和出行表现亮眼，但需警惕国补退破和前期透支效应，维持社零将走弱的观点不变，房地产呈现温和回暖，“更长更暖”的春节数据简评｜外资研报｜宏观｜财经｜中国经济｜ [Eo650a4xtVg]_MiroFish.md,20260329_20260225 - 「野村研报解读」20260223：春节假期消费和出行表现亮眼，但需警惕国补退破和前期透支效应，维持社零将走弱的观点不变，房地产呈现温和回暖，“更长更暖”的春节数据简评｜外资研报｜宏观｜财经｜中国经济｜ [Eo650a4xtVg]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20260302 - 「小摩&瑞银&野村」20260301：2月新房销售创21年以来历史新低，二手房量价回暖是因春节扰动，建议谨慎看待回暖的持续性，易于出台的稳楼市政策已基本穷尽｜外资研报｜房地产｜房价｜房租｜租金｜财经｜ [M91VUq7GMqM]_MiroFish.md,20260329_20260302 - 「小摩&瑞银&野村」20260301：2月新房销售创21年以来历史新低，二手房量价回暖是因春节扰动，建议谨慎看待回暖的持续性，易于出台的稳楼市政策已基本穷尽｜外资研报｜房地产｜房价｜房租｜租金｜财经｜ [M91VUq7GMqM]_MiroFish_real_estate.md,real_estate,老厉害
20260329_20260302 - 「高盛研报解读」20260227：最高层担心“养懒汉”，偏爱科技先于消费，归因居民有钱不消费是“供给不够好”，没有刺激消费的经验可循，中国政府刺激消费进展缓慢，再平衡仍将是渐进过程｜外资研报｜中国经济 [XrQp4nLkT4g]_MiroFish.md,20260329_20260302 - 「高盛研报解读」20260227：最高层担心“养懒汉”，偏爱科技先于消费，归因居民有钱不消费是“供给不够好”，没有刺激消费的经验可循，中国政府刺激消费进展缓慢，再平衡仍将是渐进过程｜外资研报｜中国经济 [XrQp4nLkT4g]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20260303 - 「野村&美银&巴克莱」20260302：大炼科技，通缩持续，GDP目标降至4.5-5%，“两会”政府工作报告及十五五规划全文前瞻，政策支持消费力度有限，财政政策优先，中美元首会晤｜外资研报｜中国经济｜ [71VeKWYleyA]_MiroFish.md,20260329_20260303 - 「野村&美银&巴克莱」20260302：大炼科技，通缩持续，GDP目标降至4.5-5%，“两会”政府工作报告及十五五规划全文前瞻，政策支持消费力度有限，财政政策优先，中美元首会晤｜外资研报｜中国经济｜ [71VeKWYleyA]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20260304 - 「花旗研报解读」20260302：减税降费时代已远去，中国财政压力加剧推动“加税”，传言高糖饮料试点加征消费税，消费税改革将为地方政府带来1.2万亿税收｜外资研报｜中国经济｜财经｜财税体制｜三中全会 [A3Hxv_GTaac]_MiroFish.md,20260329_20260304 - 「花旗研报解读」20260302：减税降费时代已远去，中国财政压力加剧推动“加税”，传言高糖饮料试点加征消费税，消费税改革将为地方政府带来1.2万亿税收｜外资研报｜中国经济｜财经｜财税体制｜三中全会 [A3Hxv_GTaac]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20260305 - 「两会政府工作报告」GDP增速调降，政策低于预期，官员“不作为”问题突出，亮点在“调结构、防风险、促改革”，财税体制改革推动经济再平衡。财政困难靠地方加征消费税，提振内需以喊口号为主｜李强｜2026｜ [XjXC6No7nww]_MiroFish.md,20260329_20260305 - 「两会政府工作报告」GDP增速调降，政策低于预期，官员“不作为”问题突出，亮点在“调结构、防风险、促改革”，财税体制改革推动经济再平衡。财政困难靠地方加征消费税，提振内需以喊口号为主｜李强｜2026｜ [XjXC6No7nww]_MiroFish_macro_strategy.md,macro_strategy,老厉害
